"option_id","parameter_id","procedure_id","procedure_stable_key","procedure_stable_id","db_id.x","procedure_name","procedure_desc","major_version.x","minor_version.x","is_mandatory","level","stage","stage_label","parameter_stable_id","db_id.y","parameter_name","description.x","major_version.y","minor_version.y","unit","datatype","parameter_type","formula","required","metadata","important","derived","annotate","increment","options","sequence","media","data_analysis","data_analysis_notes","stable_key","option_name","description.y","normal"
287,143,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_045_001",6,"Blinding  - Embryo Lac Z collection","blinding_embryo_lac_z_collection",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4930,"Test not run","",NA
288,144,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_046_001",6,"Blinding  - Embryo Lac Z annotation","blinding_embryo_lac_z_annotation",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4931,"Unblinded","",NA
289,144,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_046_001",6,"Blinding  - Embryo Lac Z annotation","blinding_embryo_lac_z_annotation",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4931,"Blinded","",NA
290,144,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_046_001",6,"Blinding  - Embryo Lac Z annotation","blinding_embryo_lac_z_annotation",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4931,"Genotype free blinding","",NA
291,144,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_046_001",6,"Blinding  - Embryo Lac Z annotation","blinding_embryo_lac_z_annotation",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4931,"Allele free blinding","",NA
292,144,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_046_001",6,"Blinding  - Embryo Lac Z annotation","blinding_embryo_lac_z_annotation",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4931,"Test not run","",NA
293,145,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_047_001",6,"Instrumentation effects - Body weight","instrumentation_effects_body_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4932,"Controlled instrumentation strategy","",NA
294,145,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_047_001",6,"Instrumentation effects - Body weight","instrumentation_effects_body_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4932,"Active randomisation instrumentation strategy","",NA
295,145,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_047_001",6,"Instrumentation effects - Body weight","instrumentation_effects_body_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4932,"Active randomisation and minimisation instrumentation strategy","",NA
296,145,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_047_001",6,"Instrumentation effects - Body weight","instrumentation_effects_body_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4932,"Causal randomisation instrumentation strategy","",NA
297,145,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_047_001",6,"Instrumentation effects - Body weight","instrumentation_effects_body_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4932,"Causal randomisation and minimisation instrumentation strategy","",NA
298,145,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_047_001",6,"Instrumentation effects - Body weight","instrumentation_effects_body_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4932,"Test not run","",NA
299,146,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_048_001",6,"Instrumentation effects - Heart weight","instrumentation_effects_heart_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4933,"Controlled instrumentation strategy","",NA
300,146,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_048_001",6,"Instrumentation effects - Heart weight","instrumentation_effects_heart_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4933,"Active randomisation instrumentation strategy","",NA
301,146,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_048_001",6,"Instrumentation effects - Heart weight","instrumentation_effects_heart_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4933,"Active randomisation and minimisation instrumentation strategy","",NA
302,146,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_048_001",6,"Instrumentation effects - Heart weight","instrumentation_effects_heart_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4933,"Causal randomisation instrumentation strategy","",NA
303,146,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_048_001",6,"Instrumentation effects - Heart weight","instrumentation_effects_heart_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4933,"Causal randomisation and minimisation instrumentation strategy","",NA
304,146,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_048_001",6,"Instrumentation effects - Heart weight","instrumentation_effects_heart_weight",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4933,"Test not run","",NA
305,147,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_049_001",6,"Instrumentation effects - Grip strength","instrumentation_effects_grip_strength",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4934,"Controlled instrumentation strategy","",NA
306,147,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_049_001",6,"Instrumentation effects - Grip strength","instrumentation_effects_grip_strength",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4934,"Active randomisation instrumentation strategy","",NA
307,147,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_049_001",6,"Instrumentation effects - Grip strength","instrumentation_effects_grip_strength",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4934,"Active randomisation and minimisation instrumentation strategy","",NA
308,147,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_049_001",6,"Instrumentation effects - Grip strength","instrumentation_effects_grip_strength",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4934,"Causal randomisation instrumentation strategy","",NA
309,147,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_049_001",6,"Instrumentation effects - Grip strength","instrumentation_effects_grip_strength",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4934,"Causal randomisation and minimisation instrumentation strategy","",NA
310,147,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_049_001",6,"Instrumentation effects - Grip strength","instrumentation_effects_grip_strength",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4934,"Test not run","",NA
311,148,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_050_001",6,"Instrumentation effects - Acoustic startle","instrumentation_effects_acoustic_startle",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4935,"Controlled instrumentation strategy","",NA
312,148,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_050_001",6,"Instrumentation effects - Acoustic startle","instrumentation_effects_acoustic_startle",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4935,"Active randomisation instrumentation strategy","",NA
313,148,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_050_001",6,"Instrumentation effects - Acoustic startle","instrumentation_effects_acoustic_startle",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4935,"Active randomisation and minimisation instrumentation strategy","",NA
314,148,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_050_001",6,"Instrumentation effects - Acoustic startle","instrumentation_effects_acoustic_startle",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4935,"Causal randomisation instrumentation strategy","",NA
315,148,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_050_001",6,"Instrumentation effects - Acoustic startle","instrumentation_effects_acoustic_startle",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4935,"Causal randomisation and minimisation instrumentation strategy","",NA
316,148,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_050_001",6,"Instrumentation effects - Acoustic startle","instrumentation_effects_acoustic_startle",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4935,"Test not run","",NA
317,149,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_051_001",6,"Instrumentation effects - Calorimetry","instrumentation_effects_calorimetry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4936,"Controlled instrumentation strategy","",NA
318,149,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_051_001",6,"Instrumentation effects - Calorimetry","instrumentation_effects_calorimetry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4936,"Active randomisation instrumentation strategy","",NA
319,149,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_051_001",6,"Instrumentation effects - Calorimetry","instrumentation_effects_calorimetry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4936,"Active randomisation and minimisation instrumentation strategy","",NA
320,149,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_051_001",6,"Instrumentation effects - Calorimetry","instrumentation_effects_calorimetry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4936,"Causal randomisation instrumentation strategy","",NA
321,149,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_051_001",6,"Instrumentation effects - Calorimetry","instrumentation_effects_calorimetry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4936,"Causal randomisation and minimisation instrumentation strategy","",NA
322,149,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_051_001",6,"Instrumentation effects - Calorimetry","instrumentation_effects_calorimetry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4936,"Test not run","",NA
323,150,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_052_001",6,"Instrumentation effects - IPGTT","instrumentation_effects_ipgtt",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4937,"Controlled instrumentation strategy","",NA
324,150,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_052_001",6,"Instrumentation effects - IPGTT","instrumentation_effects_ipgtt",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4937,"Active randomisation instrumentation strategy","",NA
325,150,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_052_001",6,"Instrumentation effects - IPGTT","instrumentation_effects_ipgtt",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4937,"Active randomisation and minimisation instrumentation strategy","",NA
326,150,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_052_001",6,"Instrumentation effects - IPGTT","instrumentation_effects_ipgtt",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4937,"Causal randomisation instrumentation strategy","",NA
327,150,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_052_001",6,"Instrumentation effects - IPGTT","instrumentation_effects_ipgtt",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4937,"Causal randomisation and minimisation instrumentation strategy","",NA
328,150,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_052_001",6,"Instrumentation effects - IPGTT","instrumentation_effects_ipgtt",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4937,"Test not run","",NA
329,151,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_053_001",6,"Instrumentation effects - ABR","instrumentation_effects_abr",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4938,"Controlled instrumentation strategy","",NA
330,151,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_053_001",6,"Instrumentation effects - ABR","instrumentation_effects_abr",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4938,"Active randomisation instrumentation strategy","",NA
331,151,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_053_001",6,"Instrumentation effects - ABR","instrumentation_effects_abr",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4938,"Active randomisation and minimisation instrumentation strategy","",NA
332,151,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_053_001",6,"Instrumentation effects - ABR","instrumentation_effects_abr",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4938,"Causal randomisation instrumentation strategy","",NA
333,151,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_053_001",6,"Instrumentation effects - ABR","instrumentation_effects_abr",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4938,"Causal randomisation and minimisation instrumentation strategy","",NA
334,151,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_053_001",6,"Instrumentation effects - ABR","instrumentation_effects_abr",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4938,"Test not run","",NA
335,152,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_054_001",6,"Instrumentation effects - DEXA","instrumentation_effects_dexa",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4939,"Controlled instrumentation strategy","",NA
336,152,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_054_001",6,"Instrumentation effects - DEXA","instrumentation_effects_dexa",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4939,"Active randomisation instrumentation strategy","",NA
337,152,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_054_001",6,"Instrumentation effects - DEXA","instrumentation_effects_dexa",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4939,"Active randomisation and minimisation instrumentation strategy","",NA
338,152,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_054_001",6,"Instrumentation effects - DEXA","instrumentation_effects_dexa",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4939,"Causal randomisation instrumentation strategy","",NA
339,152,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_054_001",6,"Instrumentation effects - DEXA","instrumentation_effects_dexa",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4939,"Causal randomisation and minimisation instrumentation strategy","",NA
340,152,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_054_001",6,"Instrumentation effects - DEXA","instrumentation_effects_dexa",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4939,"Test not run","",NA
341,153,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_055_001",6,"Instrumentation effects - Slit lamp","instrumentation_effects_slit_lamp",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4940,"Controlled instrumentation strategy","",NA
342,153,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_055_001",6,"Instrumentation effects - Slit lamp","instrumentation_effects_slit_lamp",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4940,"Active randomisation instrumentation strategy","",NA
343,153,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_055_001",6,"Instrumentation effects - Slit lamp","instrumentation_effects_slit_lamp",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4940,"Active randomisation and minimisation instrumentation strategy","",NA
344,153,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_055_001",6,"Instrumentation effects - Slit lamp","instrumentation_effects_slit_lamp",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4940,"Causal randomisation instrumentation strategy","",NA
345,153,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_055_001",6,"Instrumentation effects - Slit lamp","instrumentation_effects_slit_lamp",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4940,"Causal randomisation and minimisation instrumentation strategy","",NA
346,153,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_055_001",6,"Instrumentation effects - Slit lamp","instrumentation_effects_slit_lamp",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4940,"Test not run","",NA
347,154,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_056_001",6,"Instrumentation effects - Ophthalmoscope","instrumentation_effects_ophthalmoscope",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4941,"Controlled instrumentation strategy","",NA
348,154,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_056_001",6,"Instrumentation effects - Ophthalmoscope","instrumentation_effects_ophthalmoscope",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4941,"Active randomisation instrumentation strategy","",NA
349,154,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_056_001",6,"Instrumentation effects - Ophthalmoscope","instrumentation_effects_ophthalmoscope",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4941,"Active randomisation and minimisation instrumentation strategy","",NA
350,154,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_056_001",6,"Instrumentation effects - Ophthalmoscope","instrumentation_effects_ophthalmoscope",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4941,"Causal randomisation instrumentation strategy","",NA
351,154,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_056_001",6,"Instrumentation effects - Ophthalmoscope","instrumentation_effects_ophthalmoscope",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4941,"Causal randomisation and minimisation instrumentation strategy","",NA
352,154,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_056_001",6,"Instrumentation effects - Ophthalmoscope","instrumentation_effects_ophthalmoscope",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4941,"Test not run","",NA
353,155,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_057_001",6,"Instrumentation effects - Hematology","instrumentation_effects_hematology",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4942,"Controlled instrumentation strategy","",NA
354,155,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_057_001",6,"Instrumentation effects - Hematology","instrumentation_effects_hematology",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4942,"Active randomisation instrumentation strategy","",NA
355,155,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_057_001",6,"Instrumentation effects - Hematology","instrumentation_effects_hematology",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4942,"Active randomisation and minimisation instrumentation strategy","",NA
356,155,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_057_001",6,"Instrumentation effects - Hematology","instrumentation_effects_hematology",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4942,"Causal randomisation instrumentation strategy","",NA
357,155,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_057_001",6,"Instrumentation effects - Hematology","instrumentation_effects_hematology",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4942,"Causal randomisation and minimisation instrumentation strategy","",NA
358,155,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_057_001",6,"Instrumentation effects - Hematology","instrumentation_effects_hematology",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4942,"Test not run","",NA
359,156,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_058_001",6,"Instrumentation effects - Clinical chemistry","instrumentation_effects_clinical_chemistry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4943,"Controlled instrumentation strategy","",NA
360,156,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_058_001",6,"Instrumentation effects - Clinical chemistry","instrumentation_effects_clinical_chemistry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4943,"Active randomisation instrumentation strategy","",NA
361,156,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_058_001",6,"Instrumentation effects - Clinical chemistry","instrumentation_effects_clinical_chemistry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4943,"Active randomisation and minimisation instrumentation strategy","",NA
362,156,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_058_001",6,"Instrumentation effects - Clinical chemistry","instrumentation_effects_clinical_chemistry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4943,"Causal randomisation instrumentation strategy","",NA
363,156,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_058_001",6,"Instrumentation effects - Clinical chemistry","instrumentation_effects_clinical_chemistry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4943,"Causal randomisation and minimisation instrumentation strategy","",NA
364,156,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_058_001",6,"Instrumentation effects - Clinical chemistry","instrumentation_effects_clinical_chemistry",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4943,"Test not run","",NA
365,157,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_059_001",6,"Instrumentation effects - Immunophenotyping","instrumentation_effects_immunophenotyping",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4944,"Controlled instrumentation strategy","",NA
366,157,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_059_001",6,"Instrumentation effects - Immunophenotyping","instrumentation_effects_immunophenotyping",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4944,"Active randomisation instrumentation strategy","",NA
367,157,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_059_001",6,"Instrumentation effects - Immunophenotyping","instrumentation_effects_immunophenotyping",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4944,"Active randomisation and minimisation instrumentation strategy","",NA
368,157,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_059_001",6,"Instrumentation effects - Immunophenotyping","instrumentation_effects_immunophenotyping",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4944,"Causal randomisation instrumentation strategy","",NA
369,157,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_059_001",6,"Instrumentation effects - Immunophenotyping","instrumentation_effects_immunophenotyping",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4944,"Causal randomisation and minimisation instrumentation strategy","",NA
370,157,4,188,"IMPC_EXD_001",6,"Experimental design","",1,0,0,"line","Adult","Unrestricted","IMPC_EXD_059_001",6,"Instrumentation effects - Immunophenotyping","instrumentation_effects_immunophenotyping",1,0," ","TEXT","simpleParameter",NA,1,0,0,0,0,0,1,0,0,0,"",4944,"Test not run","",NA
